compound,compound_class,mechanism_of_action,concentration_band,n_condition_dirs,n_active_condition_dirs,condition_dirs
Clonidine,"Mixed classes, no known link to seizures",a2R agonism (in CNS),low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.25mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.25mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.25mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.25mM F4 fine up to 90% | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.25mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.25mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.25mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.25mM F2.4
Clonidine,"Mixed classes, no known link to seizures",a2R agonism (in CNS),mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.5mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.5mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.5mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/0.5mM F5 ok from 0-80% | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.5mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.5mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.5mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 2 23 June 2017/0.5mM F2.4
Clonidine,"Mixed classes, no known link to seizures",a2R agonism (in CNS),unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Clonidine run 1 23 June 2017/DONT USE
Clozapine,Atypical antipsychotics,D1/2R/a1/2R/H1R/mAChR/5-HT2R antagonism,control,4,4,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/water F3
Clozapine,Atypical antipsychotics,D1/2R/a1/2R/H1R/mAChR/5-HT2R antagonism,high,5,5,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/100uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/100uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/100uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/100uM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine rerun 2 10 April 2019/Clozapine Run 2 10 April 2019
Clozapine,Atypical antipsychotics,D1/2R/a1/2R/H1R/mAChR/5-HT2R antagonism,low,4,4,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/25uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/25uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/25uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/25uM F4
Clozapine,Atypical antipsychotics,D1/2R/a1/2R/H1R/mAChR/5-HT2R antagonism,mid,4,4,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/50uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/50uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/50uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/50uM F5 (check f4 for movement )
Clozapine,Atypical antipsychotics,D1/2R/a1/2R/H1R/mAChR/5-HT2R antagonism,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Clozapine Rerun 8 April 2019/DONT USE
Cocaine,Illicit drugs,DA/NA/5-HT reuptake inhibiton and Na2+ channel blockade,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/Water f5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/water F2.4
Cocaine,Illicit drugs,DA/NA/5-HT reuptake inhibiton and Na2+ channel blockade,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/250microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/250microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/250microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/250microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/250microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/250microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/250microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/250microM F2.4
Cocaine,Illicit drugs,DA/NA/5-HT reuptake inhibiton and Na2+ channel blockade,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/62.5microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/62.5microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/62.5microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/62.5microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/62.5microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/62.5microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/62.5microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/62.5microM f2.1
Cocaine,Illicit drugs,DA/NA/5-HT reuptake inhibiton and Na2+ channel blockade,mid,9,9,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/125microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/125microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/125microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/125microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/125microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/125microM F2.5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/125microM F2.6 start from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/125microM F2.7 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/125microM F2.8
Cocaine,Illicit drugs,DA/NA/5-HT reuptake inhibiton and Na2+ channel blockade,unknown,2,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 1 6 Feb 2018/DONT USE | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Cocaine Run 2 9 Feb 2018/DONT USE
DMCM*,Analeptics,GABAAR negative allosteric modulation,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/Water F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/water f3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/Water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/Water f2.1
DMCM*,Analeptics,GABAAR negative allosteric modulation,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/1mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/1mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/1mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/1mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/1mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/1mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/1mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/1mM F2.4
DMCM*,Analeptics,GABAAR negative allosteric modulation,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/250uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/250uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/250uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/250uM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.25mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.25mM F2.5 to replace 2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.25mM f2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.25mM f2.2
DMCM*,Analeptics,GABAAR negative allosteric modulation,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/500uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/500uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/500uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/500uM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.5mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.5mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.5mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/0.5mM f2.3
DMCM*,Analeptics,GABAAR negative allosteric modulation,unknown,2,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 1 5 Nov 2018 (poorly soluble)/DONT USE | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/DMCM Run 2 6 Nov 2018 (poorly soluble)/DONT USE
Desipiramine,Tricyclic antidepressants,"NA/5-HT reuptake inhibitor, a1R/H1R/mAChR antagonism",control,7,7,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/water f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/water f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/Water f2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/water f2.5
Desipiramine,Tricyclic antidepressants,"NA/5-HT reuptake inhibitor, a1R/H1R/mAChR antagonism",high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/125uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/125uM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/125uM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/125uM f3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/125uM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/125uM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/125uM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/125uM f2.4
Desipiramine,Tricyclic antidepressants,"NA/5-HT reuptake inhibitor, a1R/H1R/mAChR antagonism",low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/31.25uM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/31.25uM f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/31.25uM f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/31.25uM f3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/31.25uM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/31.25uM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/31.25uM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/31.25uM f2.2
Desipiramine,Tricyclic antidepressants,"NA/5-HT reuptake inhibitor, a1R/H1R/mAChR antagonism",mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/62.5uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/62.5uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/62.5uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/62.5uM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/62.5uM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/62.5uM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/62.5uM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/62.5uM F2.4
Desipiramine,Tricyclic antidepressants,"NA/5-HT reuptake inhibitor, a1R/H1R/mAChR antagonism",unknown,2,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 1 31 Oct 2018/DONT USE | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Desipramine Run 2 2 Nov 2018/DONT USE
Domoic acid,Glutamate agonists,KAR activation,control,9,9,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/Water F2.2 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/Water F2.5
Domoic acid,Glutamate agonists,KAR activation,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/100microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/100microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/100microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/100microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/100microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/100microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/100microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/100microM F2.4
Domoic acid,Glutamate agonists,KAR activation,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/25microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/25microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/25microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/25microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/25microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/25microM F2.2 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/25microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/25microM F2.4
Domoic acid,Glutamate agonists,KAR activation,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/50microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/50microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/50microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 1 16 July 2018 not processed yet/50microM f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/50microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/50microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/50microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Domoic acid Run 2 20 July 2018 not processed yet/50microM F3
